REF_ID;RIGHTNAME;RIGHTS
3;CUSTOMERS;4
3;MESSAGES;4
3;REPORTS;4
3;TREE;4
3;LISTS;4
3;HISTORY;4
3;DOCUMENTS;4
3;EDITFILTER;4
3;OPTIONS;4
